,channelId,videoId,textDisplay,P_N
20,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Utilize the Gap Effect: Incorporate random intervals of doing nothing within study sessions. This approach, backed by Huberman, suggests taking around 30 such breaks every hour. However, the implementation can be flexible, emphasizing natural breaks when you feel a slowdown in focus or energy.<br><br>Get Alert: Activation of the body and mind is crucial before diving into learning. Huberman recommends taking approximately 25 deep breaths to increase alertness. Alternatives like going for a walk or engaging in exercise can also serve the same purpose, depending on individual preference and circumstances.<br><br>Get Focused: To enhance focus, Huberman suggests picking a point in the room to stare at for 30 to 60 seconds without entertaining other thoughts. This simple exercise can significantly improve concentration and facilitate a smoother transition into intensive study or work.<br><br>Limit Study Sessions: Aim for a maximum of 90 minutes per study session. This timeframe aligns with the typical duration most people can maintain intense focus. It’s advisable to set a minimum goal, such as 60 minutes, to ensure productive learning periods.<br><br>Incorporate Non-Sleep Deep Rest (NSDR): After studying, engage in NSDR practices like meditation or short naps (around 20 minutes) to consolidate learning. If time is limited, even a brief period of rest (1 to 10 minutes) can be beneficial. This is particularly effective for both physical skills and cognitive learning, aiding in memory retention and skill acquisition.<br><br>Sleep: Adequate sleep following learning activities is vital. It plays a significant role in consolidating memories and enhancing learning outcomes.<br><br>Personal Adaptation: Huberman emphasizes the importance of tailoring these strategies to fit individual routines and preferences. Focusing techniques and taking brief breaks during study sessions were highlighted as particularly effective personalized strategies.", 
21,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Put all videos at 2x speed. So now you can learn 20x faster. Deep., 
22,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,bro goated, 
23,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,bruh u litteraly explaind meditation, 
24,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Thank you so much, this past weeks i learned how to really study, and i encountered this problem where i lost focus, i dont know why i suddenly feel not learning, and you give me all the answer i am looking, thank you", 
25,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"i gotta do this tbh<br>most of the time where i study, i just have motivation for it but not energy, so i lose focus A LOT, and forget what i just read about<br>also i study for as long as possible, only taking a break when i dont wanna continue or literally CANT", 
26,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,I do the gap effect all the time its called zoning out, 
27,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Huge efforts in the video. You will be big sometime bro. This has more value than the big youtubers. Your way is clear., 
28,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,I like the montage, 
29,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,let me summarize:<br>work 10x harder, 
30,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,If you want to oxygenate quickly... Do 1-3 minutes of calisthenics... It&#39;s not very taxing but you will be winded and which will force intake of oxygen., 
31,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"So i wasnt trippin, been multiple times where i kept trying to finish a assignment but kept getting stress from mistake and decide to stop go away then come back a while late maybe after eating and sometimes itll just feel easier", 
32,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,So procrastinators have built in learning systems, 
33,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,My 10 second brakes get brakes.., 
34,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Me watching the video on 2x to learn 20x Faster., 
35,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Great video quick without any ralking off topic and getting the audience not to pay attention, first video of you I saw liking and subscribing will be worth it, have a great day", 
36,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,thanks, 
37,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,start breathing through your nose bro, 
38,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Bhklbjilhuil, 
39,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Thank you!!, 
40,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Shout out to Penn State, 
41,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,nice, 
42,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"🎯 Key Takeaways for quick navigation:<br><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM"">00:00</a> 🧠 <b>The video explores a learning method from Stanford neuroscientist Andrew Huberman for increasing learning speed.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=14"">00:14</a> 📚 <b>The method is deemed potentially beneficial for integration into educational systems.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=29"">00:29</a> 🏫 <b>The speaker is testing this method in their final year of undergraduate studies to balance life and learning.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=43"">00:43</a> 🚀 <b>Huberman suggests learning 10x faster through a process involving &quot;doing nothing&quot; or taking breaks.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=56"">00:56</a> ⏸️ <b>This process is scientifically known as &quot;The Gap Effect,&quot; involving random intervals of inactivity during learning.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=70"">01:10</a> 🕒 <b>The speaker adapts the method by taking natural breaks instead of counting them, for around 10 seconds each.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=111"">01:51</a> 💡 <b>The Gap Effect is just one part of Huberman&#39;s broader learning system.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=125"">02:05</a> 🌬️ <b>The first step in Huberman&#39;s method is to become alert, possibly through deep breathing exercises.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=156"">02:36</a> 🎯 <b>The next step is to focus, for which Huberman suggests staring at a point in the room for 30-60 seconds.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=185"">03:05</a> 🕒 <b>Huberman recommends limiting study sessions to a maximum of 90 minutes to maintain focus.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=225"">03:45</a> 😴 <b>Post-study, Huberman suggests practices like non-sleep deep rest (NSDR) for better retention.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=251"">04:11</a> 🔄 <b>The effectiveness of these methods varies with physical and mental skills, and their impact is subjective.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=280"">04:40</a> 🌙 <b>Essential components of the method include getting alert, focused, and ensuring good sleep.</b><br><a href=""https://www.youtube.com/watch?v=r8MLGFbOhYM&amp;t=294"">04:54</a> 🧩 <b>Personalization ofthe method to individual styles and routines is important for effectiveness.</b><br><br>Made with HARPA AI", 
43,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"I&#39;m so happy I made productive decisions about my finances that changed my life forever,hoping to retire next year.. Investment should always be on any creative man&#39;s heart for success in life", 
44,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"I confused by the background music, I thought I left my music on", 
45,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Pomodoro technique works really well. Tbh, when i first heard of it, i never thought of it going anywhere, but here we are. I&#39;ve noticed a gradual improvement in my studying hours.", 
46,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,RUBBER DUCK DEBUGGING ALL THE WAY BABY!, 
47,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Hey! Early congratulations to graduation! College is tough but you made it. Once again, congratulations!", 
48,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,Ah yes the Tim Cook meditation, 
49,UCL5PX6xQ0KBim6eQfDU74Qw,r8MLGFbOhYM,"Pomodoro technique is insane, only way I don’t get burnt out immediately", 
50,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"References<br><br>1. Studies show that full squats cause more glute and adductor growth than partial squats and that full ROM Scott curls produce superior bicep growth compared to partials.<br><a href=""https://pubmed.ncbi.nlm.nih.gov/31230110/"">https://pubmed.ncbi.nlm.nih.gov/31230110/</a><br><a href=""https://pubmed.ncbi.nlm.nih.gov/22027847/"">https://pubmed.ncbi.nlm.nih.gov/22027847/</a><br><br>2. &quot;Strengthening the posterior head of the deltoid is desirous for ensuring shoulder joint integrity and reducing injury potential.&quot;<br><a href=""https://pubmed.ncbi.nlm.nih.gov/11222932/"">https://pubmed.ncbi.nlm.nih.gov/11222932/</a><br><br>3. Various studies, including a 2010 randomized controlled trial published in the Journal of Strength and Conditioning Research, show that exercises and muscle groups you train first in a workout see the most gains<br><a href=""https://pubmed.ncbi.nlm.nih.gov/20938358/"">https://pubmed.ncbi.nlm.nih.gov/20938358/</a><br><br>4. Various studies show that stretching a muscle for 60 seconds or longer decreases subsequent muscle activation during exercises.<br><a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1150232/"">https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1150232/</a><br><a href=""https://pubmed.ncbi.nlm.nih.gov/10956367/"">https://pubmed.ncbi.nlm.nih.gov/10956367/</a><br><a href=""https://pubmed.ncbi.nlm.nih.gov/10194214/"">https://pubmed.ncbi.nlm.nih.gov/10194214/</a><br><br>5. A meta-analysis found a dose-response relationship between training volume and muscle growth in trained lifters. The more sets subjects did, the more muscle they gained. <br><a href=""https://pubmed.ncbi.nlm.nih.gov/27433992/"">https://pubmed.ncbi.nlm.nih.gov/27433992/</a><br><br>6. An eight-week study had subjects do either one, three, or five sets per exercise, which led them to do the following number of sets per muscle per week:<br><a href=""https://pubmed.ncbi.nlm.nih.gov/30153194/"">https://pubmed.ncbi.nlm.nih.gov/30153194/</a><br><br>7. You only need a modest calorie surplus to effectively build muscle while minimizing fat gain. <br>See Figure 1<br><a href=""https://www.tandfonline.com/doi/pdf/10.1080/17461391.2011.643923"">https://www.tandfonline.com/doi/pdf/10.1080/17461391.2011.643923</a><br><br>8. A 2018 meta-analysis published in the British Journal of Sports Medicine found that you only need 0.73 grams per pound of body weight per day. That equals 131 grams of protein daily for a 180-pound person.<br><a href=""https://pubmed.ncbi.nlm.nih.gov/28698222/"">https://pubmed.ncbi.nlm.nih.gov/28698222/</a>", 
51,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,hahaha, 
52,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,nani in the end 😇, 
53,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Mr. Olympia Jay Cutler would disagree with this... but hey... go ahead... he usually does 12 reps (at least)., 
54,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,The most knowledgeable 11 minutes. Very simple and to the point. Thanks!, 
55,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Lowering the arms beyond parallel to the ground will also open up the shoulder joint to injury., 
56,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Overhead press fucks up your shoulder., 
57,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"<a href=""https://www.youtube.com/watch?v=c3wEEdD8tWc&amp;t=590"">9:50</a> - &quot;more is not necessarily more&quot; 🤣", 
58,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,There are several studies showing that doing only the &quot;stretch&quot; half of the rep showed more growth than the full range group 🤔, 
59,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,If you consistently working your shoulder it will grow, 
60,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"take sam sulek advice guys, fk science shit", 
61,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,1. Genetics. 2. Testosterone production 3. Protein and Carb intake. 4. and lastly and the least important how train.  If you have the top 3 down  you can train your shoulders once a or week 3 times a week low reps high reps  12 sets or 30 sets and they are going to grow.  Focus on the first 3 get some blood work done and a body composition and then worry about the training., 
62,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"This guy lol , if you&#39;re on roids 6 will work make it 6 to failure or close to fail it will work natty 6 to 12 try to get close to failure , the point is you don&#39;t have to go til failure , if you&#39;re doing 6 reps pick a heavy enough weight to where you will fail at 6 reps or so if you&#39;re going for 12 reps use a heavy enough weight that will make you fail around that 12 rep mark . The more you break down the muscle the more the gain ? I use to do a burn session with 45lbs Olympic bench bar 100 reps then do pyramids til failure then back down to bar then bar 100 reps . Chest grew pretty good from that 4 months .", 
63,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"<a href=""https://www.youtube.com/watch?v=c3wEEdD8tWc&amp;t=337"">5:37</a> is what you are here for…", 
64,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,I found for dumbbell  sideraises it&#39;s also good to activate your back like you are doing in pull ups. Means shoulder and shoulderblades down. This decreases the amount of traps involved in my sets as I feel it when I&#39;m done., 
65,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,I&#39;m not gonna watch this bs long ass video. Just train until failure no matter the reps and no matter the weight and you will surely grow., 
66,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Low reps are for high reps and your using a weight you could handle whatever you were lifting at 10 to 12 reps when you go up in weight go down in reps and build your way back up, 
67,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"who all observed natural star Nani at <a href=""https://www.youtube.com/watch?v=c3wEEdD8tWc&amp;t=613"">10:13</a>", 
68,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,yes but full motion cause injuries too better not full motion, 
69,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,I dont want to reduce my traps involvement though..., 
70,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,12-15sets??? Are you serious???? Or is it reps instead of sets lol😅, 
71,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,He looks like tate, 
72,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,good advice !, 
73,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,I don&#39;t do reps I just stop when I&#39;m tired, 
74,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,i loke but u focous on how u dont do it insted of houw you must do!, 
75,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Ok i will do 1 rep how about that?, 
76,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,So at 340 pound I should be consuming 250 gram of protein? Or not since I’m losing weight? Does that only apply when you’re trying I bulk up ?, 
77,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Seeing kratos in this video made me take this seriously, 
78,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,But to stay lean but mean I believe it higher reps ie. 15 x 3 sets <br>All personal aims. I personally are just reclaiming, 
79,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"If you want to look strong and buff, do more then 10 reps, do things that take you time to get to failure. If you just want strength, do exercises that bring you to failure instantly 1-6 reps.", 
80,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,What bout 2 thousand, 
81,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"I need to ask this because I´m starting to think that I do something wrong here, so: 9-10 Reps or 9-15 Reps ( until failur with heavy Loads ) is more benefitial then doing 40-50 Reps with lighter weights?? Ó__ò The Issue I have is that my muscles wont get bigger, even after a workout that took 2 - 3 hours. . .", 
82,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Going past parallel isn’t optimal what so ever. Terrible for your joints, 
83,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"As always great video! Can you please, add on next videos weights on &quot;kg&quot; too? (not only pounds) :) Thanks in advance!", 
84,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"My brother.........I feel I won the lottery after I saw your video. I am 64 years old and in the best shape of my life. Like most, I have been training wrong...all along. I am 100% Natty and chuckled at my buddies who got fake muscles from a syringe in their early years.  Every one of them struggles to wipe and regrets using them. Your info is concise, science based and you articulate it very well.  Liked, subscribed and shared.", 
85,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,@gregdouchette, 
86,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"As you exercise, you&#39;ll naturally eat more.", 
87,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"I&#39;m having a hard time maintaining good form when doing weights that allow me to do 5-6 reps. Ego always rears its head.<br>But with weights that allows me 10 to 12 reps, ego has to take a backseat and I switch to stability because I won&#39;t last 10 reps with bad forms.", 
88,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,You talk fast <br>And you didn’t say pacifically what exercise is good for growing your shoulders <br>You said a lot but it was hard to really understand what is good for shoulders <br>It was not helpful <br>Sorry, 
89,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Could full range lead to more potential injuries?, 
90,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Ummm genetics aren&#39;t on the list? C&#39;mon bro, 
91,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"I do my overhead presses with a barbell, full range of motion down to the chest. I&#39;ve got rounded, muscular shoulders.<br>for all my exercises, I do 5x5&#39;s and when too easy, I upped to 6x5&#39;s, then 7, etc etc all the way up to 20 reps, then add more weight and back to 5 reps, 5 sets. Repeat..<br>It just works!", 
92,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,0.73 grams of protein per pound of body weight. Only americans use units this way, 
93,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"Where the fuck do you get 12.5 lb dumbbells?? Lol. When it comes to  isolation moves on shoulders (side raises, rear fly...) Technique and time under tension matter more then weight. You ever see a dude perform side raises with 50&#39;s and go full ROM and good technique...? Didn&#39;t think so.", 
94,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,BS, 
95,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,i&#39;m confused lol the thumbnail sais more reps is bad but in the video u sais the other way around lol can you coment on that? gratitude 🙏, 
96,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,pull ups, 
97,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"This is total bs, the greatest bodybuilders of all time trained in the 10 to 20 rep range.", 
98,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Too informative, 
99,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,I LOVE THESE VIDEOS THEY ARE HELPING ME A HELL OF A LOT. MANY THANKS (sfs), 
100,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"Hope you enjoyed this one, and shoutout to my fellow pinoys! 🇵🇭 See below for a summary of all the research covered:<br><br>LONG-LENGTH TRAINING:<br><a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10407320/"">https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10407320/</a><br><a href=""https://pubmed.ncbi.nlm.nih.gov/35819335/"">https://pubmed.ncbi.nlm.nih.gov/35819335/</a><br><a href=""https://pubmed.ncbi.nlm.nih.gov/33009197/"">https://pubmed.ncbi.nlm.nih.gov/33009197/</a><br><a href=""https://pubmed.ncbi.nlm.nih.gov/33977835/"">https://pubmed.ncbi.nlm.nih.gov/33977835/</a><br><br>PROGRESSIVE OVERLOAD WITHOUT PROGRESSING LOAD:<br><a href=""https://pubmed.ncbi.nlm.nih.gov/36199287/"">https://pubmed.ncbi.nlm.nih.gov/36199287/</a><br><br>SHOULDER RANGE OF MOVEMENT:<br><a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7549223/"">https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7549223/</a>", 
101,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"<a href=""https://www.youtube.com/watch?v=ufrFCjERMDc&amp;t=197"">3:17</a> yessir.  If upping weight hurts my form, then progress comes in the form of increasing reps first.  The increased weight will come, when I’m properly ready", 
102,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,you just earned a new subscriber bro, 
103,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,Fabulous!, 
104,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,Great advice. Especially taking the seat back a notch or two for full and safe clearance. New Sub., 
105,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,I too have weak shoulders. Coincidentally I am Filipino as well. Thanks for the info., 
106,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,this was a great review. TY, 
107,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,Delts response well too high reps and I’ve found using a lighter weight with strict form gave me better growth a lot of people go too heavy and throw the weight around, 
108,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,one of the best gym dudes on YT, 
109,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,I&#39;ve been watching some your vids but din&#39;t know you&#39;re pinoy til this one.🏋️👍Super Saiyan mga Pinoys💪, 
110,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"Yo <a href=""http://www.youtube.com/results?search_query=%23kingchris"">#KingChris</a> Working", 
111,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,game changer video😊, 
112,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,Philippines ❤, 
113,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"You should kap traps next, will make you look wayyyy bigger. A bit lacking tbh, not hating btw.", 
114,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,there is one thing missing in that eagle tattoo, 
115,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,How the fk m i gonna add this to 3 days a week, 
116,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,JD McDonagh needs to see this, 
117,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,I’m not going to lie. I have pretty good shoulders rn but am always looking for ways to improve my workouts. Watched the video hoping for new information just to realize I was already following every one of these tips to a T 😂. Great content. Also nice to know that through trial and error i found a supper affective shoulder workout, 
118,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"Can’t we just move the dumbbells behind us, instead of the sides?", 
119,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"<a href=""https://www.youtube.com/watch?v=ufrFCjERMDc&amp;t=280"">4:40</a> rear delts <br><a href=""https://www.youtube.com/watch?v=ufrFCjERMDc&amp;t=88"">1:28</a> lat raise<br><a href=""https://www.youtube.com/watch?v=ufrFCjERMDc&amp;t=405"">6:45</a> shoulder press<br><a href=""https://www.youtube.com/watch?v=ufrFCjERMDc&amp;t=427"">7:07</a> practice", 
120,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,Yo. Update after 2 mos of doing this. I think this is the first time I’ve ever felt my side delts bulge. Lol. I can also feel the burn on the side delt better by doing this than db lateral raise. Thanks for this!, 
