,channelId,videoId,textDisplay,Prediction
105,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,The most knowledgeable 11 minutes. Very simple and to the point. Thanks!, 
106,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Lowering the arms beyond parallel to the ground will also open up the shoulder joint to injury., 
107,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Overhead press fucks up your shoulder., 
108,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"<a href=""https://www.youtube.com/watch?v=c3wEEdD8tWc&amp;t=590"">9:50</a> - &quot;more is not necessarily more&quot; 🤣", 
109,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,There are several studies showing that doing only the &quot;stretch&quot; half of the rep showed more growth than the full range group 🤔, 
110,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,If you consistently working your shoulder it will grow, 
111,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"take sam sulek advice guys, fk science shit", 
112,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,1. Genetics. 2. Testosterone production 3. Protein and Carb intake. 4. and lastly and the least important how train.  If you have the top 3 down  you can train your shoulders once a or week 3 times a week low reps high reps  12 sets or 30 sets and they are going to grow.  Focus on the first 3 get some blood work done and a body composition and then worry about the training., 
113,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"This guy lol , if you&#39;re on roids 6 will work make it 6 to failure or close to fail it will work natty 6 to 12 try to get close to failure , the point is you don&#39;t have to go til failure , if you&#39;re doing 6 reps pick a heavy enough weight to where you will fail at 6 reps or so if you&#39;re going for 12 reps use a heavy enough weight that will make you fail around that 12 rep mark . The more you break down the muscle the more the gain ? I use to do a burn session with 45lbs Olympic bench bar 100 reps then do pyramids til failure then back down to bar then bar 100 reps . Chest grew pretty good from that 4 months .", 
114,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"<a href=""https://www.youtube.com/watch?v=c3wEEdD8tWc&amp;t=337"">5:37</a> is what you are here for…", 
115,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,I found for dumbbell  sideraises it&#39;s also good to activate your back like you are doing in pull ups. Means shoulder and shoulderblades down. This decreases the amount of traps involved in my sets as I feel it when I&#39;m done., 
116,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,I&#39;m not gonna watch this bs long ass video. Just train until failure no matter the reps and no matter the weight and you will surely grow., 
117,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Low reps are for high reps and your using a weight you could handle whatever you were lifting at 10 to 12 reps when you go up in weight go down in reps and build your way back up, 
118,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"who all observed natural star Nani at <a href=""https://www.youtube.com/watch?v=c3wEEdD8tWc&amp;t=613"">10:13</a>", 
119,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,yes but full motion cause injuries too better not full motion, 
120,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,I dont want to reduce my traps involvement though..., 
121,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,12-15sets??? Are you serious???? Or is it reps instead of sets lol😅, 
122,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,He looks like tate, 
123,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,good advice !, 
124,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,I don&#39;t do reps I just stop when I&#39;m tired, 
125,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,i loke but u focous on how u dont do it insted of houw you must do!, 
126,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Ok i will do 1 rep how about that?, 
127,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,So at 340 pound I should be consuming 250 gram of protein? Or not since I’m losing weight? Does that only apply when you’re trying I bulk up ?, 
128,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Seeing kratos in this video made me take this seriously, 
129,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,But to stay lean but mean I believe it higher reps ie. 15 x 3 sets <br>All personal aims. I personally are just reclaiming, 
130,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"If you want to look strong and buff, do more then 10 reps, do things that take you time to get to failure. If you just want strength, do exercises that bring you to failure instantly 1-6 reps.", 
131,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,What bout 2 thousand, 
132,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"I need to ask this because I´m starting to think that I do something wrong here, so: 9-10 Reps or 9-15 Reps ( until failur with heavy Loads ) is more benefitial then doing 40-50 Reps with lighter weights?? Ó__ò The Issue I have is that my muscles wont get bigger, even after a workout that took 2 - 3 hours. . .", 
133,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Going past parallel isn’t optimal what so ever. Terrible for your joints, 
134,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"As always great video! Can you please, add on next videos weights on &quot;kg&quot; too? (not only pounds) :) Thanks in advance!", 
135,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"My brother.........I feel I won the lottery after I saw your video. I am 64 years old and in the best shape of my life. Like most, I have been training wrong...all along. I am 100% Natty and chuckled at my buddies who got fake muscles from a syringe in their early years.  Every one of them struggles to wipe and regrets using them. Your info is concise, science based and you articulate it very well.  Liked, subscribed and shared.", 
136,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,@gregdouchette, 
137,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"As you exercise, you&#39;ll naturally eat more.", 
138,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"I&#39;m having a hard time maintaining good form when doing weights that allow me to do 5-6 reps. Ego always rears its head.<br>But with weights that allows me 10 to 12 reps, ego has to take a backseat and I switch to stability because I won&#39;t last 10 reps with bad forms.", 
139,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,You talk fast <br>And you didn’t say pacifically what exercise is good for growing your shoulders <br>You said a lot but it was hard to really understand what is good for shoulders <br>It was not helpful <br>Sorry, 
140,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Could full range lead to more potential injuries?, 
141,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Ummm genetics aren&#39;t on the list? C&#39;mon bro, 
142,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"I do my overhead presses with a barbell, full range of motion down to the chest. I&#39;ve got rounded, muscular shoulders.<br>for all my exercises, I do 5x5&#39;s and when too easy, I upped to 6x5&#39;s, then 7, etc etc all the way up to 20 reps, then add more weight and back to 5 reps, 5 sets. Repeat..<br>It just works!", 
143,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,0.73 grams of protein per pound of body weight. Only americans use units this way, 
144,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"Where the fuck do you get 12.5 lb dumbbells?? Lol. When it comes to  isolation moves on shoulders (side raises, rear fly...) Technique and time under tension matter more then weight. You ever see a dude perform side raises with 50&#39;s and go full ROM and good technique...? Didn&#39;t think so.", 
145,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,BS, 
146,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,i&#39;m confused lol the thumbnail sais more reps is bad but in the video u sais the other way around lol can you coment on that? gratitude 🙏, 
147,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,pull ups, 
148,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"This is total bs, the greatest bodybuilders of all time trained in the 10 to 20 rep range.", 
149,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Too informative, 
150,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,I LOVE THESE VIDEOS THEY ARE HELPING ME A HELL OF A LOT. MANY THANKS (sfs), 
151,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"its my third week and i did increase weight like 3 times now is it bad? i do like 6-8, and on some 10 reps with other", 
152,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Every gym you go 90% of people don&#39;t know how to do correct exercise All the time they say they know what to do mostly think about the expert of exercise I was a witness in gym that one of guy huge arm with huge stomach ripped off one position like crazy then he go to pulling bar can&#39;t do it doesn&#39;t matter if you have big arms Zero strings most people focus on one position for too long if you look on  this people of any gym how they workout with out correct stuff even big cheats and arms they still make mistakes I&#39;m not professional just comparing even this video Most people focus on big arms then heaven lower like stomach cut off too I been few guys places I see some  students people first make mistake following others they don&#39;t ask for help 18 19 20 old man or woman come lift with any vision they keep watching other where they make mistake this video correct a lesson bye, 
153,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"excellent video with scientific research? wooow, I am impressed, major sub and like.", 
154,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,is dat andrew tate??!?!?, 
155,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Shoulders have their own day for me. My split is chest tri // back bi // shoulders // legs, 
156,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,So what’s the training schedule per week?, 
157,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Chat is this real ?, 
158,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Such a great video, 
159,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,More Reps and light and heavy is the way to go. This is wrong for growth, 
160,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"if birds do only dumbbell reverse flies, should they have big shoulders af?", 
161,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,A journalist once ask a scientist what are you doing - The scientist Said - it’s science I don’t know 😊, 
162,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"If you go more lower for overhead press, expect to have injuries.", 
163,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"Three things; <br>1) Full range of motion on shoulder press movements, although it does stimulate more of your deltoids, that lower portion of the range is a high risk area. For anyone prone to rotator cuff injuries, which most of us are, the greater majority of trainers and bodybuilders recommend to always stick to 90 degree angle. <br>2) Another method to reduce usage of your traps while doing side lateral raises; roll your shoulders slightly forward and give a slightly more aggressive bend to your elbows. This will emphasize the side deltoids and reduce trap activation. <br>3) I agree with practically everything else in this video. But I am incredibly happy to see mentioning of high volume being more advantageous. So sick of this new trend promoted by lazy people to do &#39;low volume, high intensity&#39; .. especially considering they&#39;re likely not doing &#39;high intensity&#39; like they believe. Most of the recent studies have all been agreeing that high volume, with progressive overload, and high intensity, is the most effective way to build mass. Some even saying 20-30 sets per week being optimal. But it really all boils down to your sleep hygiene and nutrition. Poor sleep and poor nutrition equals poor recovery. And if you&#39;re going for high volume without full recovery.. that&#39;s when you run into problems.", 
164,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Do you think exhausting the trapezius before doing lateral raises could also help increase the load on the lateral parts of the shoulders?, 
165,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"The thumbnail is very misleading. There&#39;s nothing wrong with doing 12 reps, if that&#39;s the number you reach when going 1-2 reps short of failure. Numerous studies have shown that you can do as many as 30 reps, and still build the same amount of muscle as someone doing far fewer reps (but heavier). The important key is that you do enough reps till you get very, very close to failure in each set.<br><br>Also, increasing the weight is not the only way to implement progressive overload. By repping out till you get to failure or 1-2 reps short of failure, and you&#39;re doing everything else correctly, you will naturally be able to do more and more reps. That challenges the muscle and overloads it progressively without going for heavier weight. Of course, this is to a certain extent. If the rep count starts to go above 30, then gains start being left on the table.<br><br>I personally like doing higher reps with lower weight because it&#39;s easier on the joints. But that&#39;s just me....", 
166,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,talk to much irrrelivant did get any info till end, 
167,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,was ein müll nur viel und schwer hilft on 12 oder 20 20 ist immer besser, 
168,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,You watch a channel and it says you shouldnt do full range because it is dangerous and your chances of getting hurt is high. You come to the other channel and it says you should do full range..... just keep on doing what works for you and thats it., 
169,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Lmao. I love how the guy with mediocee at best shoulders is giving advice how to build wide massive shoulders. Listen to this guy if you want to live life with shoulder injuries and mediocre mass results. Ask every champion body builder and they’ll tell you volume for mass. Ask every champion power lifter and they’ll tell you 5-8 for strength., 
170,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,I&#39;m glad this video is based, 
171,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Done all of this......still no shoulders lol., 
172,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,You&#39;re supposed to do low reps with heavier weights, 
173,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Fabulous, 
174,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Who the hell wants to &quot;make their diet more enjoyable&quot;. 😂 I want dem gains! 😂😂😂, 
175,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"Uhm fucking just no. The first thing you did was give obviously incorrect information. The lower portion of a shoulder press (especially when your upper arms go below parallel to the floor) activates the upper chest a lot and as you move through the motion to the exercise the shoulders gradually become the primary muscle activated, very extra super obviously, and the triceps have little activation.<br><br>Souce: You can fucking feel it!", 
176,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,interesting, 
177,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"I think this works for most people, we are all different", 
178,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,i have geneticly small shoulders, 
179,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"<a href=""https://www.youtube.com/watch?v=c3wEEdD8tWc&amp;t=600"">10:00</a><br>&quot;grams per pound of body weight&quot;<br>Why?<br>Imperial and metric system used in one sentence? &#39;,:)", 
180,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,LOL wtf did Will Ferrel ever do to you? 😂😂😂, 
181,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"I definitely have been feeling my tri&#39;s burning on shoulder press, will try this next time.", 
182,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,There are studies and recommendations from Dr Andy Galpin. 8 to 12 reps is optimal for hypertrophy.<br>So don&#39;t worry guys., 
183,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Yup, 
184,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Studies 😂<br>Get the F outta here, 
185,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Phil Heath recently said that keepings arms at 90 degrees and stopping before going past that shoulders when dropping was the best. I noticed in the vid your arms were not at a 90 degree angle. Have you tried this method? I&#39;m going to give it a go next time. I feel going all the way down hurts my shoulders., 
186,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"I injured myself today while doing shoulders, I lifted too much", 
187,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"Lower reps are for core strength, not growth", 
188,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"8-10 reps on compound, 10-12 on isolation.", 
189,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,So :<br>.Train full range of motion <br>.Front delts take over<br>.You have to start with the shoulders in your training day<br>.Stretch your traps to minimise there activation <br>.Progressive overload and keep track of the weight load<br>.Training volume ( doing more sets 12 to 15)<br>.Consume enough calories without going too crazy on it<br>.Eat enough proteins of course, 
190,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Had to drop 💧 a comment hey man will all Respects you make great video 📸 very intelligent 🤓 and everything you do/ teach I learn a lot thanks keep up the great work 💯  Love Loyalty  Respect Honor 👏, 
191,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,That&#39;s correct .75 grams per pound is what I&#39;ve been using for a long time., 
192,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Great content thank you, 
193,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,To me strength is more importsnt but it doesn feel good when u look like a chopstick, 
194,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,"What you should really do is go for light weights high reps, for me i use 80 pounds and pump out at least 100 thats just for bench", 
195,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,My knees pains . Still there<br><br>I work out  leg extensions, 
196,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,Thanks man I watch all of your video and now I’m big and buff a ss f uck! I already knock 3 n iggas out with easy and they were almost twice my size. I’m loving it!, 
197,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,i hate the way u talk, 
198,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,i want  to get rid my belly fat😭, 
199,UC0CRYvGlWGlsGxBNgvkUbAg,c3wEEdD8tWc,i dont understand what youre saying just get to the point, 
200,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"Hope you enjoyed this one, and shoutout to my fellow pinoys! 🇵🇭 See below for a summary of all the research covered:<br><br>LONG-LENGTH TRAINING:<br><a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10407320/"">https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10407320/</a><br><a href=""https://pubmed.ncbi.nlm.nih.gov/35819335/"">https://pubmed.ncbi.nlm.nih.gov/35819335/</a><br><a href=""https://pubmed.ncbi.nlm.nih.gov/33009197/"">https://pubmed.ncbi.nlm.nih.gov/33009197/</a><br><a href=""https://pubmed.ncbi.nlm.nih.gov/33977835/"">https://pubmed.ncbi.nlm.nih.gov/33977835/</a><br><br>PROGRESSIVE OVERLOAD WITHOUT PROGRESSING LOAD:<br><a href=""https://pubmed.ncbi.nlm.nih.gov/36199287/"">https://pubmed.ncbi.nlm.nih.gov/36199287/</a><br><br>SHOULDER RANGE OF MOVEMENT:<br><a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7549223/"">https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7549223/</a>", 
201,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"I&#39;d love to see those exercises, that lead to a greater muscle growth, in an update of the Shreded 2.0 program. I feel my sholders are a point of improvement also.", 
202,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"For lateral raises if you don&#39;t have access to a cable machine you can put a bench at a 30 degree angle or so and lay on your side, drop the dumbbell in front of you and do latetal raises this way. It takes a bit of getting used to the position, bracing yourself with your feet but it does work.", 
203,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,I am one of the followers of your page. Please add Persian language to your subtitle.  Thank you, 
204,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"I like thid chanel and JE is spot-on with his clearand concise discussion. <br>I learned quite a bit of this shoulder stuff in pre-op and post-op shoulder surgery using bands. Can&#39;t recommend resistance bands enough. <br>Also, I started using the techniques outlined by Dr. Doug McGuff. His main point is lower weight/resistance and slow - very slow movement on concentric and eccentric parts of the motion. His book and YT channel explains the methodology and science behind it. E.g. if you are doing 3 sets of 10, cut your speed down to as slow as you can to move the weight or engage the band go to the full range, hold, then as slow as possible to the starting position. Then, set the weight such that you can do 2 sets of three and hit failure on the 3rd set. I&#39;d say 90% of the people I see in the gym are using bad form/posture and are using momentum during the movement. <br>I&#39;ve shown this to various PTs when recovering from many surgeries due to everything from a crushed ankle, 3 ACLs, t TKR, and both shoulders). They would watch me doing bands, etc., and ask why I was doing them in slo-mo. After 30-45 mins hitting the major groups, your heart rate will be up, and you&#39;ll be cached. 6-10 day recovery time, which can be used to focus on targeting specific muscles and or problem areas, etc. While you might not get &#39;swole&#39;, you will get strong with great definition. You&#39;ll also burn fat like a fire. <br>I had a lot of ice hockey and soccer injuries and have severe osteoarthritis (some injury-related, some genetic predisposition), hence the surgeries.", 
205,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,Side delts are most important for width, 
206,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,Your have a petite body frame, 
207,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,Just do incline pushups., 
208,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,bro grew so fast he got stretch marks YET claims natty lol, 
209,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"Thank you for making the world better! Future research might change things, but giving instructions based on the current state of the art and those amazing presentations... hats of to you. I hope you are extraordinarily successful in all aspects of life. You deserve it!", 
210,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,wider bigger back<br>wider bigger shoulder<br>wider bigger chest, 
211,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"Come out with something on the traps, because I have had a heck of a time trying to grow them and it looks like you might have the same issue. 🐸🤙🏼", 
212,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"<a href=""https://www.youtube.com/watch?v=ufrFCjERMDc&amp;t=197"">3:17</a> yessir.  If upping weight hurts my form, then progress comes in the form of increasing reps first.  The increased weight will come, when I’m properly ready", 
213,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,you just earned a new subscriber bro, 
214,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,Fabulous!, 
215,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,Great advice. Especially taking the seat back a notch or two for full and safe clearance. New Sub., 
216,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,I too have weak shoulders. Coincidentally I am Filipino as well. Thanks for the info., 
217,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,this was a great review. TY, 
218,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,Delts response well too high reps and I’ve found using a lighter weight with strict form gave me better growth a lot of people go too heavy and throw the weight around, 
219,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,one of the best gym dudes on YT, 
220,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,I&#39;ve been watching some your vids but din&#39;t know you&#39;re pinoy til this one.🏋️👍Super Saiyan mga Pinoys💪, 
221,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"Yo <a href=""http://www.youtube.com/results?search_query=%23kingchris"">#KingChris</a> Working", 
222,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,game changer video😊, 
223,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,Philippines ❤, 
224,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"You should kap traps next, will make you look wayyyy bigger. A bit lacking tbh, not hating btw.", 
225,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,there is one thing missing in that eagle tattoo, 
226,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,How the fk m i gonna add this to 3 days a week, 
227,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,JD McDonagh needs to see this, 
228,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,I’m not going to lie. I have pretty good shoulders rn but am always looking for ways to improve my workouts. Watched the video hoping for new information just to realize I was already following every one of these tips to a T 😂. Great content. Also nice to know that through trial and error i found a supper affective shoulder workout, 
229,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"Can’t we just move the dumbbells behind us, instead of the sides?", 
230,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"<a href=""https://www.youtube.com/watch?v=ufrFCjERMDc&amp;t=280"">4:40</a> rear delts <br><a href=""https://www.youtube.com/watch?v=ufrFCjERMDc&amp;t=88"">1:28</a> lat raise<br><a href=""https://www.youtube.com/watch?v=ufrFCjERMDc&amp;t=405"">6:45</a> shoulder press<br><a href=""https://www.youtube.com/watch?v=ufrFCjERMDc&amp;t=427"">7:07</a> practice", 
231,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,Yo. Update after 2 mos of doing this. I think this is the first time I’ve ever felt my side delts bulge. Lol. I can also feel the burn on the side delt better by doing this than db lateral raise. Thanks for this!, 
232,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"<a href=""https://www.youtube.com/watch?v=ufrFCjERMDc&amp;t=275"">4:35</a> - Rear Delts exercise<br><a href=""https://www.youtube.com/watch?v=ufrFCjERMDc&amp;t=384"">6:24</a> - Seated Dumbbell Shoulder PRess", 
233,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,youre just small beat it, 
234,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"Yeah today I tried that one @<a href=""https://www.youtube.com/watch?v=ufrFCjERMDc&amp;t=80"">1:20</a> and WOW!!! I will do that one regularly from now on! It feels so good!!!", 
235,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"I see some BRO SCIENCE here <a href=""UCkszU2WH9gy1mb0dV-11UJg/-fgfY9DIGYjbhgHLzoDIDw""></a>", 
236,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"Doing shoulder press with palms facing in at the start and ending with palms facing out at the top is the best way to do the exercise, im glad you added this in", 
237,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,does the cable lead to the &#39;tea cup&#39; inversion leading to shoulder pain? does grip matter, 
238,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,You aren&#39;t width at all ..., 
239,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"<a href=""https://www.youtube.com/watch?v=ufrFCjERMDc&amp;t=131"">2:11</a> is stupid - just hold the weights in front of the chest to not harm your elbows. I have massive shoulders by these 3 exercises which are absolute old... but i have only problems finding right shirts and so on... its always a pain in the a... and i regret it every time that i have this shoulders... when you walk on street everyone is looking at you in a not good way... so don&#39;t over do it is my recommendation. <a href=""https://www.youtube.com/watch?v=ufrFCjERMDc&amp;t=307"">5:07</a> just sit on your couch, put the legs together - lean forward and rais the dumbbells... it works very good - for this 3 exercises i never used a fitnesstudio or any other things than just dumbbells and a chair or so.", 
240,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,His body looks weird...he has no chest definition...his shoulders are non existent...his biceps have weird shape...and has no back.. still giving us useless knowledge, 
241,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,I&#39;m bolo asf but I still learnt something here an will be trying it 👌, 
242,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,"can see some tough work: for the muscle anatomy overlays  💯, great going", 
243,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,You could also just use kettlebells and doing later raises while keeping the kettle bell in a straight line with your arm, 
244,UCERm5yFZ1SptUEU4wZ2vJvw,ufrFCjERMDc,Nice one 😮, 
